Country Name,Country Code,Indicator Name,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Kyrgyz Republic,KGZ,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328465420,2029015156,1648871546,1621943256,1787836225,1853324691,1699242981,1447516508,1375311508,1386829418,1449155407,1723969123,2050029960,2298806066,2608044735,3223309272,4068045327,4654898161,4636709552,4850548091,5814174610,6829132960,7278478647,7025885605,6741191537,6901491002,7731832024,8190680324,8171518184,8697417101,10421575888,12065648130
Cambodia,KHM,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,566629563.2,609461326.4,592745994.7,620087360.4,654296548.7,659361346,690209977.7,754710340,828858655,924963161.6,1063975089,1261776219,1186883827,1218159968,1339156336,1676728939,2521162306,1975691430,2653589382,3488194845,3614350380,3364321404,3523570624,3657595027,3876679653,4014092859,4542950446,5290233017,6164301625,6979365692,8050566142,9277305282,9818655567,10816526838,11855214704,13079498467,14367117134,15519758891,16563942899,18078663605,19964016385,22796925306,25211727181,25138725039,26266782636,28373434133,30702271682
Kiribati,KIR,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,49980113.63,50201168.31,38670612.74,37014657.99,40285577.17,37703593.68,30448922.57,27122466.38,26869566.32,33294707.74,42892886.18,42971990.62,45822658.59,64087362.35,79253815.6,85361666.5,94499084.39,104746411.9,99576224.38,120985306.2,131610607.9,116556595.3,121360642.7,122383655,111464568.7,115101326.1,137625280.1,158412670,171532227.5,185238129.3,194569156,198060556.3,221285549,231939295.6,295895283,345951936.2,375984494.8,408508831.8,355182435.5,376287858,398078398.9,446857696.7,386782187.6,407361080.1,435535532,497790209.7
St. Kitts and Nevis,KNA,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,59626252.64,72068241.3,79331234.95,83092406.63,85326059.43,94472180.35,105142479.3,127349992,151237160.6,178418616.4,188047352.1,210170193,212384715.2,232338491.7,254709427,279212500,307395924.5,326520528.9,346344437.6,338530895,361294682.7,402166328.6,421097684.4,423101595.4,424148116.4,481297001.9,545508269.8,588942467.6,623449443.2,747730073.6,742985774.7,748464107.1,785950950.2,801237887.6,869974723.2,887049132.7,878445238.3,924579584.6,960600277.8,1030739517,1110785420,905812666.7,888178980.3,985197030,1020926439
"Korea, Rep.",KOR,"GNI, Atlas method (current US$)",3143286352,3273267444,3776186425,3865320040,4041038634,4558595994,5846470061,7500315341,8966518969,10354859331,11544798059,14573178321,19026391050,23174882671,28867911157,35232836140,47430925900,63233601651,71403632301,78749239986,80701526078,86673824727,94652708862,1.01024E+11,1.1758E+11,1.47008E+11,1.90183E+11,2.28462E+11,2.76676E+11,3.2784E+11,3.63597E+11,3.98226E+11,4.50555E+11,5.32852E+11,6.06267E+11,6.22535E+11,4.78269E+11,4.86022E+11,5.18608E+11,5.66262E+11,6.12248E+11,6.6034E+11,7.7881E+11,8.9224E+11,1.00751E+12,1.14102E+12,1.17024E+12,1.08654E+12,1.10428E+12,1.17774E+12,1.28774E+12,1.36019E+12,1.42896E+12,1.46514E+12,1.50202E+12,1.55572E+12,1.68893E+12,1.75099E+12,1.7127E+12,1.82129E+12,1.86833E+12,1.83548E+12
Kuwait,KWT,"GNI, Atlas method (current US$)",,,,,,,,,,,3113014685,3917712406,6156664997,10082853841,15768314602,15726527610,18708866830,25004647898,26998689376,30833777281,28657631531,27698628508,27468515928,25570643355,31110713674,30172105352,29532977420,36804236974,27727795506,16818495688,26478966154,31078666358,30869371870,32947988264,33952165088,36737960016,36030079361,32920270949,36767775891,39257683186,40456186771,48844896766,62735325155,79946482624,1.00398E+11,1.1914E+11,1.37349E+11,1.26935E+11,1.27114E+11,1.38749E+11,1.66399E+11,1.87083E+11,1.88258E+11,1.60419E+11,1.39814E+11,1.27354E+11,1.39447E+11,1.56525E+11,1.42987E+11,1.52945E+11,1.7389E+11,1.98885E+11
Latin America & Caribbean (excluding high income),LAC,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78698E+12,1.08503E+12,9.58307E+11,1.07834E+12,1.21556E+12,1.40464E+12,1.54272E+12,1.7436E+12,1.91573E+12,1.94875E+12,1.87012E+12,1.91647E+12,1.87537E+12,1.79221E+12,1.82245E+12,1.98219E+12,2.23375E+12,2.59352E+12,3.05072E+12,3.5429E+12,3.64547E+12,4.08833E+12,4.58696E+12,5.12022E+12,5.42077E+12,5.38143E+12,4.96745E+12,4.59242E+12,4.56547E+12,4.7768E+12,4.86611E+12,4.2857E+12,4.56702E+12,4.94644E+12,5.42449E+12
Lao PDR,LAO,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,2099123532,1691529035,1015688181,869437234.8,827476094.9,939634977.3,1105174206,1272959251,1470030921,1711952877,1894716672,1884791716,1580437764,1508300691,1496698154,1662596037,1766065736,1880785627,2196274838,2624977448,3006325748,3662104929,4555059892,5498229353,6246249911,7266648015,8826566009,10544288515,12121969754,13339842543,14563895802,15708810505,17553673169,18208815281,18110172892,18650869135,17366641630,16195396091
Lebanon,LBN,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3663390833,4954375759,5908533119,7190680460,8881629986,11167288733,13444653022,14618370927,15684003865,16814280520,17687455884,17799003086,17585602942,16616376558,21609710172,22956541444,23125806412,25791064726,28882918455,33063839554,36997439707,39350341124,41866173923,45235060591,47208007733,47635097530,48501677332,50877786450,52067138710,50003837287,36233963036,27768803787,24206229028,
Liberia,LBR,"GNI, Atlas method (current US$)",192601744.5,196058289.1,227668910.5,246367467.9,267781611.7,285985752,304827712.2,332137573.4,372746994.3,395491666.5,428055644.6,460678342.8,556798752,624463133.2,706821612.4,772412999.1,856667553.1,984469597,1022359204,1025080292,947721216,954345014,881139414.8,923078936.3,902447304.9,914961269.9,1008248897,1070110191,552577210.9,481251111.5,319223280.9,220334940.2,177954039.3,182010120.6,213885013,395295121.5,483880077.1,466051298.4,564506400.8,629187612.5,759686164.2,552277352.9,663196733.5,801286930,952601241.6,1131589979,1400555766,1611059019,1780644664,2100467524,2350143710,2746234076,2840183932,2896065017,2918535409,3021886622,3054740444,3030841625,2957176535,3295501373,3646932032,3950941368
Libya,LBY,"GNI, Atlas method (current US$)",571833215.6,797912210,1036166736,1479734600,1864022561,2281835299,3149514505,3881187489,4176914649,4333591869,5737191960,7309682152,12534686728,15891388952,20436463069,20686812580,22392676413,28452261038,35462939003,34318736245,35293276078,32152733455,28873352218,31657845364,27081949755,25744311717,27853017864,29115269787,28699077420,33013469277,33960356750,32207603731,31855450417,29685590380,29424196889,29435440959,28287834381,26059024508,31461429744,33128016216,28599005841,29023064162,29534923469,39606370219,51065823937,64096910964,74975227254,70915910744,75024487969,38569182476,82273689223,75380339995,58659143518,54685569670,50882228981,65749285235,75365455597,73812520514,37727834708,75567253218,70105558093,52179335214
St. Lucia,LCA,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,185426427.6,185386685.5,206563317.3,244452626,321204726.8,370358348.6,444136310.8,484391831.9,515340004.8,539635854.8,624187080.6,633121938.8,653776524.8,683681705.1,721524754.4,718799150.7,753773543.3,798703281.6,871647418.1,843830504,854000273.3,920494176.4,1034426842,1082873200,1200960001,1257644024,1376121812,1380853774,1408087631,1526536808,1552676432,1566124281,1575684757,1578909926,1705218107,1809459604,1958012856,1971381175,1522812060,1740941620,2068317591,2235571601
Latin America & Caribbean,LCN,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91671E+12,1.21945E+12,1.10127E+12,1.23992E+12,1.38737E+12,1.58536E+12,1.74749E+12,1.96765E+12,2.16415E+12,2.20103E+12,2.1296E+12,2.19647E+12,2.16689E+12,2.06555E+12,2.09017E+12,2.29179E+12,2.59386E+12,3.01651E+12,3.55458E+12,4.13739E+12,4.27612E+12,4.79045E+12,5.33357E+12,5.95372E+12,6.27328E+12,6.27165E+12,5.73279E+12,5.32542E+12,5.3049E+12,5.56865E+12,5.68393E+12,5.01485E+12,5.37111E+12,5.81976E+12,6.35345E+12
Least developed countries: UN classification,LDC,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,99061293087,1.07053E+11,1.24931E+11,1.47559E+11,1.59304E+11,1.56413E+11,1.49151E+11,1.49573E+11,1.58313E+11,1.54811E+11,1.68565E+11,1.81356E+11,1.87662E+11,1.96747E+11,2.11877E+11,1.95684E+11,1.82946E+11,1.66012E+11,1.7327E+11,1.75969E+11,1.8533E+11,1.86909E+11,1.92276E+11,2.03798E+11,2.12017E+11,2.2449E+11,2.47477E+11,2.91875E+11,3.40535E+11,3.8693E+11,4.52606E+11,5.37053E+11,6.00844E+11,6.5861E+11,7.14808E+11,7.88859E+11,8.67529E+11,9.27025E+11,9.31106E+11,9.27806E+11,9.67486E+11,1.07077E+12,1.15676E+12,1.16328E+12,1.25458E+12,1.38113E+12,1.46439E+12
Low income,LIC,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,95904700863,99274110202,1.05954E+11,1.17135E+11,1.29031E+11,1.28898E+11,1.34983E+11,1.52087E+11,1.29297E+11,1.13861E+11,1.02382E+11,1.00154E+11,93553948910,94963357693,94117920744,95092008225,1.00538E+11,1.06856E+11,1.15567E+11,1.28496E+11,1.52424E+11,1.78265E+11,2.05399E+11,2.42974E+11,2.88475E+11,3.23996E+11,3.51471E+11,3.68522E+11,3.67697E+11,3.7788E+11,3.99108E+11,3.99633E+11,3.94574E+11,3.94174E+11,4.09543E+11,4.36191E+11,4.36157E+11,4.61534E+11,5.05286E+11,5.56145E+11
Liechtenstein,LIE,"GNI, Atlas method (current US$)",,,,,,,,,,,113442257.8,146559936.7,188717187.5,237948326.3,267831599.6,302371660.9,368574118.4,471226728.2,585115836.6,593269620.1,539197646.4,502882816.8,514063116.1,538302548.7,630018061.9,867553533.7,1167230905,1241076836,1309195310,1387437678,1606128928,1699788733,1886171137,2163387692,2463606828,2551053648,2508702291,2577197337,2617079830,2289508794,2204238178,2339157473,2710704331,3218859110,3639206058,3951038399,4323639850,4159687755,,,,,,,,,,,,,,
Sri Lanka,LKA,"GNI, Atlas method (current US$)",,1405747999,1385023820,1458976866,1682425483,1928908399,1956250906,2088010885,2073586211,2165171111,2386208658,2801453830,3346092537,3777939630,3583417136,3678221004,3477995094,3904460041,4155404138,4626877150,4865787583,4901723893,5306070065,5949650760,6646343072,7124079129,7681839943,7590241685,8052391845,8659341454,9730379998,10684656982,11535599045,12639704710,13658169914,14732499172,15136805010,15631974448,16406829325,15694757179,16102332610,18058203355,20629101854,23689658659,26808813346,30782962487,35804050506,40383771861,49278955711,59419437952,70730671949,74652426828,79204892430,82284468109,85336018547,90641300924,94384101200,92061051540,85016203370,88967559839,80336272905,77922851319
Lower middle income,LMC,"GNI, Atlas method (current US$)",,,,,,1.33514E+11,1.3682E+11,1.498E+11,1.58047E+11,1.6799E+11,1.79906E+11,2.10146E+11,2.52028E+11,2.95013E+11,3.01975E+11,3.17331E+11,3.60028E+11,4.1443E+11,5.02867E+11,5.5681E+11,5.57385E+11,5.45932E+11,5.53668E+11,5.79739E+11,6.17272E+11,6.9612E+11,7.75796E+11,7.82107E+11,7.86188E+11,7.64884E+11,7.93159E+11,7.96365E+11,8.39749E+11,9.22434E+11,1.02622E+12,1.0846E+12,1.11083E+12,1.16983E+12,1.21576E+12,1.25795E+12,1.28733E+12,1.42016E+12,1.65955E+12,1.91153E+12,2.14273E+12,2.48453E+12,2.83392E+12,3.16212E+12,3.49101E+12,3.87413E+12,4.34315E+12,4.68146E+12,4.99084E+12,5.12568E+12,5.28283E+12,5.48968E+12,5.9788E+12,6.30515E+12,6.05394E+12,6.73225E+12,7.40263E+12,7.68905E+12
Low & middle income,LMY,"GNI, Atlas method (current US$)",4.26886E+11,4.70008E+11,5.28384E+11,5.89074E+11,6.28562E+11,6.44966E+11,6.75066E+11,7.51863E+11,8.27086E+11,8.83162E+11,9.77109E+11,1.18455E+12,1.47682E+12,1.79881E+12,1.92596E+12,2.03849E+12,2.25563E+12,2.6333E+12,3.11728E+12,3.47346E+12,3.48751E+12,3.31304E+12,3.09801E+12,3.15183E+12,3.32596E+12,3.60109E+12,3.85506E+12,3.86579E+12,3.26661E+12,3.06791E+12,3.34316E+12,3.55223E+12,3.85658E+12,4.25969E+12,4.79661E+12,5.20618E+12,5.1913E+12,5.22934E+12,5.49824E+12,5.6107E+12,5.73408E+12,6.27476E+12,7.32344E+12,8.55446E+12,9.92087E+12,1.17626E+13,1.38869E+13,1.52956E+13,1.73669E+13,1.96376E+13,2.24447E+13,2.4544E+13,2.58171E+13,2.58412E+13,2.59166E+13,2.68242E+13,2.90252E+13,3.07307E+13,2.99639E+13,3.33451E+13,3.61363E+13,3.80016E+13
Lesotho,LSO,"GNI, Atlas method (current US$)",,,,,71436576.69,78531908.65,80571996.8,83305693.81,90173746.57,99188731.9,109525859.7,163095053.7,248955224.3,263038207.4,328594842.9,380924297.5,426187727.2,522456136.9,594166061.5,704109343.2,856438384.2,778822911.4,726863591.6,618177644.7,606238666.3,668434062.3,808322428.3,867834615.3,930137565.2,1008424059,1152871195,1200688942,1270532740,1309737592,1361568405,1367626810,1231398077,1226633791,1185612333,1302351450,1202834004,1347496905,1616525356,2035528758,2250918827,2574468765,2571923015,2365422753,2539763920,2724839865,3031281970,2956463930,2758292950,2703479429,2642570108,2495104449,2726915729,2859732890,2648286911,2636561495,2802292663,2700198000
Late-demographic dividend,LTE,"GNI, Atlas method (current US$)",,3.60111E+11,4.10131E+11,4.66637E+11,5.17179E+11,5.04481E+11,5.06157E+11,5.73378E+11,6.5599E+11,7.05199E+11,7.75858E+11,9.50651E+11,1.14628E+12,1.33282E+12,1.35871E+12,1.46296E+12,1.59357E+12,1.87652E+12,2.16573E+12,2.34263E+12,2.27818E+12,2.21601E+12,2.3567E+12,2.52206E+12,2.69874E+12,2.92157E+12,3.17866E+12,3.30113E+12,2.21436E+12,1.98185E+12,2.03809E+12,2.11682E+12,2.27327E+12,2.62715E+12,3.0587E+12,3.38468E+12,3.32142E+12,3.2221E+12,3.33861E+12,3.38828E+12,3.57286E+12,4.00536E+12,4.784E+12,5.69135E+12,6.79127E+12,8.30574E+12,1.01294E+13,1.11352E+13,1.26038E+13,1.42964E+13,1.65496E+13,1.84308E+13,1.94674E+13,1.92034E+13,1.89674E+13,1.95577E+13,2.14938E+13,2.31288E+13,2.29174E+13,2.54809E+13,2.74824E+13,2.88547E+13
Lithuania,LTU,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9278402802,10138279048,10495859622,11230719155,11991670066,13154225028,16040367647,20291492625,25130410982,28786512528,34245356102,40543688819,39412339364,38943472384,40322490383,42141478824,45363126790,47118071175,44113300214,42716149556,43229711460,48952802285,53339498175,55071110210,61194085771,67570041027,71291178140
Luxembourg,LUX,"GNI, Atlas method (current US$)",554321098.6,579166243.1,649516068,675685158,714925330.5,735451606.6,799440817.3,917468607.4,1034514615,1148025862,1404364249,1823147689,2432491586,2831741111,3053976610,3261767395,3835480347,4670803858,5605160990,5625239067,5426670350,4903703554,4753862789,4787255846,5717692581,7407807726,9661794954,10763287701,11961962624,13610233313,15291838206,15918631618,16654649651,18699804315,20112845157,20703196251,19684483998,20027084707,19935821208,19870608653,18969331997,20798276250,28714614336,34038648793,33732930765,41149038268,42022928044,35168243373,39360108102,41055751223,46699278902,46271724216,48264011141,41884059862,42910077270,45202229278,48498828818,49091342439,51050518623,56073557813,58258437944,59083274520
Latvia,LVA,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6613339856,6910504980,7142033787,7863357763,8417097769,9091775431,10694646283,13193792964,16538722318,19817208250,24703134704,29446975679,30237452320,26542028596,26237874101,28075401699,29877935223,30580834247,29871535987,28996892277,28872597410,31910564967,33642397234,34026011455,37512801793,41292272001,41337091343
"Macao SAR, China",MAC,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,1296919311,1304176042,1544258566,2007582000,2402007092,2689129274,3086157535,3533383063,4555914658,5297270795,6056678877,6721373398,6881433764,6955458489,6429234425,6124940417,6295996809,6902202103,7309695662,8210805266,10480101343,11565787532,12933547694,17227377102,17406906639,19001127967,24360368901,30016114199,34285818014,40132904594,42579204346,37383948928,39045197882,43495883675,48192444618,48329213677,30041410337,31950549076,30548307811,
St. Martin (French part),MAF,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GNI, Atlas method (current US$)",,,,,,,3454369560,3739430281,4016390434,4396670209,4906479493,5998711179,7739699555,9567879675,10539380374,11249613318,12407005652,15323954076,19655805957,19829314754,19932298816,17010435147,16124312660,15478985198,17867033665,20347483335,25995380251,27207619472,28940332186,31557832709,33025766866,32386607414,36103866054,35479251079,41823898740,40888602703,42942978321,43785469637,45238765198,45923769236,45666838822,52122728427,62319475005,70721426964,77567585546,82935718786,94934000511,1.02164E+11,1.04725E+11,1.08665E+11,1.09312E+11,1.14743E+11,1.1538E+11,1.15777E+11,1.1174E+11,1.13775E+11,1.23095E+11,1.28811E+11,1.21241E+11,1.3614E+11,1.39595E+11,1.42289E+11
Monaco,MCO,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336492354,2384838358,1697049746,1734746408,1754303327,1847404781,1695661915,1492937778,1421447255,1462434749,1709523909,2059597733,2630406312,3233490753,3682543306,4131589701,5360835664,5596703563,6800055297,7804616228,8968494800,10360127536,10656890126,9330369343,8888973951,9103276123,10426312297,11973406930,11501635279,13675309066,13965458391,15192194241
Madagascar,MDG,"GNI, Atlas method (current US$)",707049620.7,720347992.9,770646824.6,797619225,880989588.9,964308716.3,1066751410,1108568112,1170460145,1228954585,1309843832,1532536884,1919042914,2330746819,2314957228,2453101740,2579045553,3328430767,4327745469,4540741894,4808575293,4562940722,4251042220,3993996196,4091973256,3892632509,3768866897,3373609098,3573000983,3287467423,3597444958,3739193219,3742033108,3820371369,4110464950,4349303515,4462925216,4317952529,4520834805,4894076065,4622223173,5797339441,6135995042,6222219900,6178297191,7347130308,9051646345,9640306361,9935553260,10403440520,11058407528,11853484553,12212716766,11802421961,11596598309,11965832666,13057333187,13964679894,12988004337,14238427672,15213095483,15926456506
Maldives,MDV,"GNI, Atlas method (current US$)",,,,,,,,,,,21197593.71,25760117.86,33705150.44,29899810.12,25236961.08,22371816.9,23971323.79,29709004.12,39902684.11,46060718.12,41897399.01,46717130.57,68752179.5,97125424.74,123104700.4,136804807.4,172226295.6,178032469.1,206746316.4,207693542.5,237087673.1,267452918,312684782.6,393872708.3,430491362.4,465614973.8,498818811,540744320.9,579046006.6,642119785.7,771889610.1,1027752019,1173074699,1120423743,1477519119,1484042035,1850234860,1913365565,2166179360,2505900782,2630682542,2820138521,3190230602,3516054033,3874022942,4308122830,4836661273,5244811844,3543183696,4877874879,5696743529,5745318431
Middle East & North Africa,MEA,"GNI, Atlas method (current US$)",,,,,,36245200172,42185762135,47959842357,53892417392,61154881735,76493898195,95783145339,1.4382E+11,1.99334E+11,2.75099E+11,3.0151E+11,3.31092E+11,4.19135E+11,5.08116E+11,5.70642E+11,5.8043E+11,5.57402E+11,5.57406E+11,5.7733E+11,6.11295E+11,6.29916E+11,6.36959E+11,6.26049E+11,7.07627E+11,5.87816E+11,6.36704E+11,6.39136E+11,6.6362E+11,6.96916E+11,7.60721E+11,8.17838E+11,8.31356E+11,8.41213E+11,9.22905E+11,9.72694E+11,9.76126E+11,1.06463E+12,1.24729E+12,1.45159E+12,1.69769E+12,1.99407E+12,2.36806E+12,2.49813E+12,2.72713E+12,2.97534E+12,3.42002E+12,3.66666E+12,3.72474E+12,3.5147E+12,3.40499E+12,3.30621E+12,3.46346E+12,3.57689E+12,3.34242E+12,3.6616E+12,4.14962E+12,4.37279E+12
Mexico,MEX,"GNI, Atlas method (current US$)",14659119018,16311307146,18855206802,21111058886,23401113479,26060824906,29675397415,31986204213,35266740084,38690930979,44861163667,55653814190,70206012349,87094137870,94081046422,92828519367,1.02427E+11,1.25305E+11,1.73314E+11,2.28325E+11,2.14278E+11,1.73662E+11,1.63195E+11,1.72568E+11,1.60194E+11,1.61893E+11,1.68885E+11,1.94633E+11,2.33734E+11,2.77301E+11,3.27834E+11,4.0696E+11,4.94248E+11,4.63976E+11,4.52975E+11,4.63838E+11,5.09896E+11,5.68051E+11,6.48091E+11,7.11149E+11,7.60703E+11,8.00913E+11,8.60168E+11,8.97991E+11,9.80023E+11,1.05723E+12,1.1326E+12,1.03338E+12,1.07598E+12,1.12422E+12,1.22619E+12,1.2677E+12,1.31193E+12,1.28051E+12,1.19038E+12,1.14331E+12,1.19116E+12,1.24185E+12,1.12932E+12,1.25669E+12,1.37855E+12,1.55434E+12
Marshall Islands,MHL,"GNI, Atlas method (current US$)",,,,,,,,,,,12472562.17,17435958.17,21496402.49,22400265.45,23258713.28,24992778.01,28591103.55,32959619.17,34451781.65,39542403.75,42325331.99,49068963.22,53331611.77,52554224.16,70707845.44,84112240.42,96013249.63,94599065.43,98685111.28,102276240.8,115759761.9,126804646.4,138081524.8,155071552.3,135907614.8,129562906.3,133821729.5,140859417.5,149217171.6,158497889.6,159455521.4,165226502.2,175934256.3,187243280.7,184052770.4,193426916.7,188017672.7,193543471.5,198362359,200461027.8,198326443.4,219889258.6,226639878.5,242817330.7,240463794.9,246336900.6,273269719.6,297111129.6,281245088,274257975.8,302098763.2,318042322.2
Middle income,MIC,"GNI, Atlas method (current US$)",4.10613E+11,4.53305E+11,5.10853E+11,5.70187E+11,6.08928E+11,6.23886E+11,6.52565E+11,7.27428E+11,8.01085E+11,8.54837E+11,9.45413E+11,1.14878E+12,1.43095E+12,1.74194E+12,1.86356E+12,1.97201E+12,2.18121E+12,2.54795E+12,3.01484E+12,3.36319E+12,3.37917E+12,3.20909E+12,2.99919E+12,3.04967E+12,3.217E+12,3.48081E+12,3.72281E+12,3.73365E+12,3.14E+12,2.93391E+12,3.21886E+12,3.44181E+12,3.75668E+12,4.16159E+12,4.704E+12,5.11176E+12,5.09768E+12,5.13477E+12,5.3983E+12,5.50477E+12,5.61995E+12,6.14793E+12,7.17306E+12,8.37859E+12,9.7182E+12,1.15229E+13,1.36023E+13,1.49763E+13,1.70197E+13,1.9272E+13,2.20781E+13,2.41663E+13,2.54182E+13,2.54418E+13,2.55221E+13,2.64294E+13,2.86143E+13,3.02931E+13,2.95269E+13,3.28816E+13,3.56293E+13,3.7446E+13
North Macedonia,MKD,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480351857,2892741815,2776717112,3548538990,4353685980,4424516975,4040291280,3858936351,3881869772,3713223460,3738895330,4282221641,5271782878,6155955908,6837557990,7401882150,8941879550,9529431064,9742034490,9960616431,9823431762,10380253214,10797422912,10616363345,10364776724,10241179886,11422983931,12241172459,11991596952,12951346580,13729571775,13879084654
Mali,MLI,"GNI, Atlas method (current US$)",,,,,,,,335278090.1,374498799.2,397695951.8,461701314.2,543835038.3,610543089.6,793907963.5,935382578.4,1092725112,1180682486,1515826958,1742360215,1769561700,1490095150,1317466543,1249411498,1441713108,1628414595,1916134378,2373287725,2446141306,2435035266,2790670750,2915845809,2939247734,2657009879,2591091080,2654380325,2846540498,2872657979,3091573198,3106499831,3413554121,3394425292,4200678274,4948148804,5882580028,6546672666,7285335381,8571260929,9626291755,10475396166,11388475957,11742715076,12753693662,13712624503,13887598307,13954289057,14186516787,15906291517,16927568970,16869985995,17975826243,19142196147,20055593624
Malta,MLT,"GNI, Atlas method (current US$)",,,,,,,,,,,328387963.7,379736411.4,471852851.3,604296400,649077974.2,710872047.7,824133357,1033956537,1354508533,1490118449,1482830404,1302559125,1265452923,1240052579,1369554516,1698863020,2174936656,2425021926,2689949170,2889143705,3204219914,3181213300,3221932290,3492116422,3802455272,4030810333,3952649364,4149441760,4445987845,4302714780,4239016042,4851932752,5657522687,6325345139,6627989443,7151380193,8356042064,8378083323,8858087832,9208010445,9307121222,9953709720,10674303271,11228865394,10671451838,11541186804,13382435689,14796089896,13644102669,15987829430,17702722121,18940097050
Myanmar,MMR,"GNI, Atlas method (current US$)",620514173.2,682804827.6,535555626.6,469586466.9,358895258.4,342927202,441611059.2,570771629,619469777.1,631643090,667126664.2,742577074.3,1015952698,1205814598,1344024280,1149823033,1118037502,1087694394,1193210869,1224896450,1309072544,1338727765,1409152753,1415051238,1489810211,1629676831,1596172205,1801632684,2016089376,2143505230,2438679035,2791294791,3537558263,4649543324,5758110916,5666372871,5866882481,6715194290,8824634771,8571857127,7906214370,8833451179,10867560566,13242134079,14499768790,17543075306,23663227440,32236959668,42923189321,51387082739,58350710643,63366925417,64029127389,62920798231,63559467230,63585330356,68712119605,72902952268,70175778615,66016150147,69491699524,65964139617
Middle East & North Africa (excluding high income),MNA,"GNI, Atlas method (current US$)",,,,,,28096673467,32391876247,36778747613,40300623858,44740033174,56259371685,69913737883,98588055797,1.33163E+11,1.70231E+11,1.82563E+11,2.00891E+11,2.41665E+11,2.80589E+11,2.97471E+11,3.29484E+11,3.32437E+11,3.39068E+11,3.75605E+11,4.03282E+11,4.28014E+11,4.20651E+11,3.95607E+11,4.59355E+11,2.83643E+11,2.95829E+11,2.95334E+11,3.13242E+11,3.18464E+11,3.54776E+11,3.84834E+11,4.01486E+11,4.19745E+11,4.52965E+11,4.74862E+11,4.71409E+11,4.98495E+11,5.74482E+11,6.63381E+11,7.66915E+11,9.12706E+11,1.09291E+12,1.2169E+12,1.35172E+12,1.43673E+12,1.63885E+12,1.7035E+12,1.68144E+12,1.54824E+12,1.53761E+12,1.49893E+12,1.48741E+12,1.45804E+12,1.32002E+12,1.46901E+12,1.64423E+12,1.70966E+12
Montenegro,MNE,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913059348.6,1036507096,1198484041,1491370007,1900212334,2249308411,2659190614,3151309981,3989144823,4166344948,4289486293,4501618877,4344797885,4553836522,4551045468,4514370082,4414568721,4611709473,5254800581,5683908001,4908808980,5800492966,6466485168,7088647024
Mongolia,MNG,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,2626695814,2475355649,2370751014,2658695291,3083700235,3538026218,3405241047,3133639408,2668014598,1806705839,1159996936,972230433.8,1064877785,1276918213,1355544187,1226533784,1133862002,1115885938,1168592644,1293142870,1517095333,1894036113,2264259123,2861568995,3646103476,4734285020,4782221499,5437357271,7173895900,10305289418,12492493729,12389164465,11403259106,10678416261,10075849819,11706074335,12413802373,12271274245,12474522178,14468414682,17068915664
Northern Mariana Islands,MNP,"GNI, Atlas method (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
